insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.109,0.016,4.104,
0.094,0.016,4.104,
0.095,0.018,4.104,
0.091,0.016,4.104,
0.099,0.015,4.104,
0.111,0.019,4.104,
0.147,0.017,4.104,
0.127,0.019,4.104,
0.119,0.017,4.104,
0.125,0.018,4.104,
0.121,0.022,4.104,
0.138,0.016,4.104,
0.130,0.019,4.104,
0.120,0.018,4.104,
0.132,0.018,4.104,
0.138,0.021,4.104,
0.140,0.021,4.104,
0.129,0.020,4.104,
0.136,0.017,4.104,
0.123,0.014,4.104,
0.134,0.038,4.104,
0.103,0.017,4.104,
0.099,0.020,4.104,
0.106,0.020,4.104,
0.105,0.020,4.104,
0.098,0.022,4.104,
0.107,0.020,4.104,
0.094,0.017,4.104,
0.106,0.018,4.104,
0.097,0.019,4.104,
0.094,0.017,4.104,
0.093,0.017,4.104,
0.096,0.019,4.104,
0.095,0.018,4.104,
0.096,0.021,4.104,
0.095,0.019,4.104,
0.100,0.020,4.104,
0.098,0.028,4.104,
0.096,0.017,4.104,
0.100,0.018,4.104,
0.097,0.020,4.104,
0.101,0.016,4.104,
0.096,0.017,4.104,
0.114,0.017,4.104,
0.093,0.017,4.104,
0.089,0.013,4.104,
0.085,0.019,4.104,
0.103,0.018,4.104,
0.091,0.017,4.104,
0.111,0.019,4.104,
0.096,0.015,4.104,
0.097,0.018,4.104,
0.107,0.019,4.104,
0.096,0.019,4.104,
0.095,0.025,4.104,
0.097,0.016,4.104,
0.096,0.018,4.104,
0.101,0.017,4.104,
0.099,0.021,4.104,
0.094,0.016,4.104,
0.101,0.019,4.104,
0.095,0.022,4.104,
0.098,0.017,4.104,
0.102,0.015,4.104,
0.096,0.017,4.104,
0.098,0.017,4.104,
0.121,0.019,4.104,
0.109,0.019,4.104,
0.098,0.017,4.104,
0.096,0.017,4.104,
0.096,0.015,4.104,
0.102,0.015,4.104,
0.089,0.016,4.104,
0.093,0.019,4.104,
0.089,0.016,4.104,
0.088,0.022,4.104,
0.091,0.017,4.104,
0.092,0.018,4.104,
0.097,0.016,4.104,
0.093,0.018,4.104,
0.099,0.021,4.104,
0.098,0.016,4.104,
0.099,0.020,4.104,
0.102,0.018,4.104,
0.094,0.019,4.104,
0.097,0.022,4.104,
0.099,0.019,4.104,
0.101,0.018,4.104,
0.094,0.020,4.104,
0.103,0.017,4.104,
0.159,0.018,4.104,
0.128,0.012,4.104,
0.136,0.018,4.104,
0.138,0.030,4.104,
0.147,0.019,4.104,
0.140,0.020,4.104,
0.122,0.020,4.104,
0.125,0.019,4.104,
0.129,0.020,4.104,
0.133,0.018,4.104,
0.143,0.019,4.104,
0.118,0.016,4.104,
0.092,0.021,4.104,
0.100,0.022,4.104,
0.098,0.020,4.104,
0.102,0.019,4.104,
0.128,0.021,4.104,
0.162,0.019,4.104,
0.169,0.020,4.104,
0.145,0.035,4.104,
0.108,0.020,4.104,
0.093,0.018,4.104,
0.101,0.018,4.104,
0.114,0.020,4.104,
0.111,0.020,4.104,
0.109,0.020,4.104,
0.107,0.018,4.104,
0.106,0.017,4.104,
0.109,0.029,4.104,
0.103,0.017,4.104,
0.110,0.019,4.104,
0.102,0.020,4.104,
0.105,0.017,4.104,
0.112,0.020,4.104,
0.118,0.018,4.104,
0.106,0.018,4.104,
0.106,0.015,4.104,
0.111,0.019,4.104,
0.119,0.021,4.104,
0.110,0.025,4.104,
0.120,0.019,4.104,
0.101,0.020,4.104,
0.113,0.019,4.104,
0.119,0.015,4.104,
0.106,0.019,4.104,
0.140,0.021,4.104,
0.123,0.020,4.104,
0.109,0.018,4.104,
0.112,0.019,4.104,
0.108,0.020,4.104,
0.121,0.015,4.104,
0.113,0.017,4.104,
0.121,0.020,4.104,
0.115,0.023,4.104,
0.111,0.019,4.104,
0.166,0.016,4.104,
0.170,0.016,4.104,
0.156,0.020,4.104,
0.153,0.018,4.104,
0.151,0.023,4.104,
0.163,0.016,4.104,
0.146,0.018,4.104,
0.144,0.160,4.104,
0.160,0.019,4.104,
0.132,0.017,4.104,
0.128,0.018,4.104,
0.128,0.025,4.104,
0.130,0.018,4.104,
0.132,0.017,4.104,
0.120,0.019,4.104,
0.105,0.019,4.104,
0.100,0.018,4.104,
0.100,0.020,4.104,
0.109,0.018,4.104,
0.093,0.019,4.104,
0.096,0.018,4.104,
0.092,0.019,4.104,
0.101,0.015,4.104,
0.096,0.018,4.104,
0.137,0.018,4.104,
0.147,0.020,4.104,
0.147,0.020,4.104,
0.192,0.020,4.104,
0.161,0.018,4.104,
0.157,0.020,4.104,
0.127,0.018,4.104,
0.131,0.029,4.104,
0.133,0.022,4.104,
0.136,0.019,4.104,
0.107,0.017,4.104,
0.101,0.016,4.104,
0.110,0.017,4.104,
0.110,0.019,4.104,
